Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries
Water Rescue,06/16/2018,06/16/2018,06/16/2018 02:26:42 PM,06/16/2018 02:28:40 PM,06/16/2018 02:29:34 PM,06/16/2018 02:31:13 PM,,,,Patient Declined Transport,06/16/2018 02:40:12 PM,800 Block of THE EMBARCADERO SOU,San Francisco,94111,B03,08,0940,3,3,3,true,Fire,1,ENGINE,9,1,3,Financial District/South Beach
Water Rescue,06/16/2018,06/16/2018,06/16/2018 02:26:42 PM,06/16/2018 02:28:40 PM,06/16/2018 02:29:34 PM,06/16/2018 02:30:58 PM,,,,Patient Declined Transport,06/16/2018 03:04:00 PM,800 Block of THE EMBARCADERO SOU,San Francisco,94111,B03,08,0940,3,3,3,true,Fire,1,ENGINE,6,1,3,Financial District/South Beach
Water Rescue,06/16/2018,06/16/2018,06/16/2018 02:26:42 PM,06/16/2018 02:28:40 PM,06/16/2018 02:29:34 PM,06/16/2018 02:30:55 PM,,,,Patient Declined Transport,06/16/2018 02:44:06 PM,800 Block of THE EMBARCADERO SOU,San Francisco,94111,B03,08,0940,3,3,3,false,Fire,1,SUPPORT,8,1,3,Financial District/South Beach
Water Rescue,06/16/2018,06/16/2018,06/16/2018 02:26:42 PM,06/16/2018 02:28:40 PM,06/16/2018 02:29:34 PM,,,,,Patient Declined Transport,06/16/2018 02:37:46 PM,800 Block of THE EMBARCADERO SOU,San Francisco,94111,B03,08,0940,3,3,3,false,Fire,1,SUPPORT,10,1,3,Financial District/South Beach
Water Rescue,06/16/2018,06/16/2018,06/16/2018 02:26:42 PM,06/16/2018 02:28:40 PM,06/16/2018 02:29:34 PM,,,,,Patient Declined Transport,06/16/2018 02:31:09 PM,800 Block of THE EMBARCADERO SOU,San Francisco,94111,B03,08,0940,3,3,3,true,Fire,1,RESCUE CAPTAIN,14,1,3,Financial District/South Beach
Water Rescue,06/16/2018,06/16/2018,06/16/2018 02:26:42 PM,06/16/2018 02:28:40 PM,06/16/2018 02:30:44 PM,06/16/2018 02:30:44 PM,06/16/2018 02:43:49 PM,,,Patient Declined Transport,06/16/2018 02:47:16 PM,800 Block of THE EMBARCADERO SOU,San Francisco,94111,B03,08,0940,3,3,3,true,Fire,1,RESCUE CAPTAIN,5,1,3,Financial District/South Beach
Water Rescue,06/16/2018,06/16/2018,06/16/2018 02:26:42 PM,06/16/2018 02:28:40 PM,06/16/2018 02:29:34 PM,,,,,Patient Declined Transport,06/16/2018 02:37:46 PM,800 Block of THE EMBARCADERO SOU,San Francisco,94111,B03,08,0940,3,3,3,false,Fire,1,SUPPORT,11,1,3,Financial District/South Beach
Water Rescue,06/16/2018,06/16/2018,06/16/2018 02:26:42 PM,06/16/2018 02:28:40 PM,06/16/2018 02:29:34 PM,,,,,Patient Declined Transport,06/16/2018 02:37:46 PM,800 Block of THE EMBARCADERO SOU,San Francisco,94111,B03,08,0940,3,3,3,false,Fire,1,SUPPORT,12,1,3,Financial District/South Beach
Water Rescue,06/16/2018,06/16/2018,06/16/2018 02:26:42 PM,06/16/2018 02:28:40 PM,06/16/2018 02:29:34 PM,06/16/2018 02:30:44 PM,06/16/2018 02:33:19 PM,,,Patient Declined Transport,06/16/2018 02:43:09 PM,800 Block of THE EMBARCADERO SOU,San Francisco,94111,B03,08,0940,3,3,3,false,Fire,1,TRUCK,2,1,3,Financial District/South Beach
Water Rescue,06/16/2018,06/16/2018,06/16/2018 02:26:42 PM,06/16/2018 02:28:40 PM,06/16/2018 02:29:34 PM,06/16/2018 02:31:27 PM,,,,Patient Declined Transport,06/16/2018 02:37:42 PM,800 Block of THE EMBARCADERO SOU,San Francisco,94111,B03,08,0940,3,3,3,false,Fire,1,TRUCK,13,1,3,Financial District/South Beach
Outside Fire,06/16/2018,06/16/2018,06/16/2018 03:52:05 PM,06/16/2018 03:52:05 PM,06/16/2018 03:52:11 PM,06/16/2018 03:53:33 PM,,,,Fire,06/16/2018 03:54:27 PM,0 Block of BOARDMAN PL,San Francisco,94103,B03,08,2256,A,3,3,true,Fire,1,ENGINE,1,3,6,South of Market
Outside Fire,06/17/2018,06/16/2018,06/17/2018 03:37:14 AM,06/17/2018 03:38:52 AM,06/17/2018 05:07:13 AM,06/17/2018 05:07:19 AM,06/17/2018 05:11:50 AM,,,Fire,06/17/2018 05:46:17 AM,NAPOLEON ST/EVANS AV,San Francisco,94124,B10,09,6422,3,3,3,true,Fire,1,MEDIC,10,10,10,Bayview Hunters Point
Outside Fire,06/17/2018,06/16/2018,06/17/2018 03:37:14 AM,06/17/2018 03:38:52 AM,06/17/2018 04:38:06 AM,06/17/2018 04:38:42 AM,06/17/2018 04:43:36 AM,,,Fire,06/17/2018 05:59:27 AM,NAPOLEON ST/EVANS AV,San Francisco,94124,B10,09,6422,3,3,3,true,Fire,1,MEDIC,8,10,10,Bayview Hunters Point
Outside Fire,06/17/2018,06/16/2018,06/17/2018 03:37:14 AM,06/17/2018 03:38:52 AM,06/17/2018 04:18:39 AM,06/17/2018 04:29:34 AM,06/17/2018 04:29:34 AM,,,Fire,06/17/2018 05:39:34 AM,NAPOLEON ST/EVANS AV,San Francisco,94124,B10,09,6422,3,3,3,false,Fire,1,CHIEF,7,10,10,Bayview Hunters Point
Outside Fire,06/17/2018,06/16/2018,06/17/2018 03:37:14 AM,06/17/2018 03:38:52 AM,06/17/2018 03:49:35 AM,,,,,Fire,06/17/2018 03:49:59 AM,NAPOLEON ST/EVANS AV,San Francisco,94124,B10,09,6422,3,3,3,false,Fire,1,CHIEF,12,10,10,Bayview Hunters Point
Outside Fire,06/17/2018,06/16/2018,06/17/2018 03:37:14 AM,06/17/2018 03:38:52 AM,06/17/2018 03:50:11 AM,06/17/2018 03:51:48 AM,06/17/2018 03:53:12 AM,,,Fire,06/17/2018 05:55:12 AM,NAPOLEON ST/EVANS AV,San Francisco,94124,B10,09,6422,3,3,3,false,Fire,1,CHIEF,2,10,10,Bayview Hunters Point
Outside Fire,06/17/2018,06/16/2018,06/17/2018 03:37:14 AM,06/17/2018 03:38:52 AM,06/17/2018 04:21:14 AM,06/17/2018 04:21:14 AM,06/17/2018 04:28:26 AM,,,Fire,06/17/2018 05:34:46 AM,NAPOLEON ST/EVANS AV,San Francisco,94124,B10,09,6422,3,3,3,false,Fire,1,CHIEF,6,10,10,Bayview Hunters Point
Outside Fire,06/17/2018,06/16/2018,06/17/2018 03:37:14 AM,06/17/2018 03:38:52 AM,06/17/2018 03:39:42 AM,06/17/2018 03:41:23 AM,06/17/2018 03:43:11 AM,,,Fire,06/17/2018 05:57:13 AM,NAPOLEON ST/EVANS AV,San Francisco,94124,B10,09,6422,3,3,3,true,Fire,1,ENGINE,1,10,10,Bayview Hunters Point
Outside Fire,06/17/2018,06/16/2018,06/17/2018 03:37:14 AM,06/17/2018 03:38:52 AM,06/17/2018 05:58:20 AM,06/17/2018 05:58:20 AM,06/17/2018 05:58:20 AM,,,Fire,06/17/2018 07:45:37 AM,NAPOLEON ST/EVANS AV,San Francisco,94124,B10,09,6422,3,3,3,true,Fire,1,ENGINE,11,10,10,Bayview Hunters Point
Outside Fire,06/17/2018,06/16/2018,06/17/2018 03:37:14 AM,06/17/2018 03:38:52 AM,06/17/2018 03:57:53 AM,06/17/2018 04:02:11 AM,06/17/2018 04:18:53 AM,,,Fire,06/17/2018 07:45:46 AM,NAPOLEON ST/EVANS AV,San Francisco,94124,B10,09,6422,3,3,3,false,Fire,1,SUPPORT,5,10,10,Bayview Hunters Point
Outside Fire,06/17/2018,06/16/2018,06/17/2018 03:37:14 AM,06/17/2018 03:38:52 AM,06/17/2018 04:38:06 AM,06/17/2018 04:40:23 AM,06/17/2018 04:45:15 AM,,,Fire,06/17/2018 06:00:23 AM,NAPOLEON ST/EVANS AV,San Francisco,94124,B10,09,6422,3,3,3,true,Fire,1,RESCUE CAPTAIN,9,10,10,Bayview Hunters Point
Outside Fire,06/17/2018,06/16/2018,06/17/2018 03:37:14 AM,06/17/2018 03:38:52 AM,06/17/2018 03:57:53 AM,06/17/2018 03:59:13 AM,06/17/2018 04:04:41 AM,,,Fire,06/17/2018 05:54:44 AM,NAPOLEON ST/EVANS AV,San Francisco,94124,B10,09,6422,3,3,3,false,Fire,1,RESCUE SQUAD,4,10,10,Bayview Hunters Point
Outside Fire,06/17/2018,06/16/2018,06/17/2018 03:37:14 AM,06/17/2018 03:38:52 AM,06/17/2018 03:57:53 AM,06/17/2018 04:00:00 AM,06/17/2018 04:02:23 AM,,,Fire,06/17/2018 05:58:32 AM,NAPOLEON ST/EVANS AV,San Francisco,94124,B10,09,6422,3,3,3,false,Fire,1,TRUCK,3,10,10,Bayview Hunters Point
Outside Fire,06/17/2018,06/16/2018,06/17/2018 03:54:42 AM,06/17/2018 03:55:22 AM,06/17/2018 03:55:28 AM,06/17/2018 03:57:05 AM,06/17/2018 03:59:34 AM,,,Fire,06/17/2018 04:32:19 AM,0 Block of ELLIS ST,San Francisco,94102,B03,13,1322,3,3,3,true,Fire,1,ENGINE,1,3,3,Financial District/South Beach
Outside Fire,06/17/2018,06/16/2018,06/17/2018 05:10:18 AM,06/17/2018 05:11:30 AM,06/17/2018 05:11:54 AM,06/17/2018 05:13:18 AM,,,,Fire,06/17/2018 05:19:17 AM,3RD ST/PAUL AV,San Francisco,94124,B10,44,6544,3,3,3,true,Fire,1,ENGINE,1,10,10,Bayview Hunters Point
Outside Fire,06/17/2018,06/16/2018,06/17/2018 05:15:32 AM,06/17/2018 05:16:56 AM,06/17/2018 05:17:41 AM,06/17/2018 05:19:19 AM,06/17/2018 05:22:31 AM,,,Fire,06/17/2018 05:25:43 AM,PALOU AV/LANE ST,San Francisco,94124,B10,17,6551,3,3,3,true,Fire,1,ENGINE,1,10,10,Bayview Hunters Point
Outside Fire,06/17/2018,06/17/2018,06/17/2018 10:32:16 AM,06/17/2018 10:34:05 AM,06/17/2018 10:34:13 AM,06/17/2018 10:36:17 AM,06/17/2018 10:36:17 AM,,,Fire,06/17/2018 11:20:40 AM,45TH AV/PACHECO ST,San Francisco,94116,B08,23,7663,3,3,3,false,Fire,1,ENGINE,1,8,4,Sunset/Parkside
Outside Fire,06/17/2018,06/17/2018,06/17/2018 10:35:05 AM,06/17/2018 10:36:48 AM,06/17/2018 10:36:53 AM,06/17/2018 10:37:31 AM,06/17/2018 10:38:24 AM,,,Fire,06/17/2018 10:41:37 AM,8TH ST/MISSION ST,San Francisco,94103,B02,01,2318,3,3,3,true,Fire,1,ENGINE,1,2,6,South of Market
Outside Fire,06/17/2018,06/17/2018,06/17/2018 11:16:56 AM,06/17/2018 11:18:19 AM,06/17/2018 11:20:55 AM,06/17/2018 11:20:55 AM,06/17/2018 11:23:54 AM,,,Fire,06/17/2018 11:27:08 AM,NAPOLEON ST/EVANS AV,San Francisco,94124,B10,09,6422,3,3,3,false,Fire,1,CHIEF,2,10,10,Bayview Hunters Point
Outside Fire,06/17/2018,06/17/2018,06/17/2018 11:16:56 AM,06/17/2018 11:18:19 AM,06/17/2018 11:18:41 AM,06/17/2018 11:19:05 AM,06/17/2018 11:23:48 AM,,,Fire,06/17/2018 11:50:42 AM,NAPOLEON ST/EVANS AV,San Francisco,94124,B10,09,6422,3,3,3,true,Fire,1,ENGINE,1,10,10,Bayview Hunters Point
Outside Fire,06/17/2018,06/17/2018,06/17/2018 02:09:28 PM,06/17/2018 02:10:49 PM,06/17/2018 02:10:56 PM,06/17/2018 02:12:25 PM,06/17/2018 02:14:42 PM,,,Fire,06/17/2018 02:17:37 PM,CESAR CHAVEZ ST/FOLSOM ST,San Francisco,94110,B06,09,5622,3,3,3,true,Fire,1,ENGINE,1,6,9,Mission
Outside Fire,06/17/2018,06/17/2018,06/17/2018 06:01:27 PM,06/17/2018 06:03:05 PM,06/17/2018 06:03:13 PM,06/17/2018 06:04:02 PM,06/17/2018 06:06:49 PM,,,Fire,06/17/2018 06:09:25 PM,400 Block of CASTRO ST,San Francisco,94114,B05,06,5416,3,3,3,false,Fire,1,ENGINE,1,5,8,Castro/Upper Market
Outside Fire,10/19/2018,10/19/2018,10/19/2018 09:10:00 AM,10/19/2018 09:14:05 AM,10/19/2018 09:15:43 AM,10/19/2018 09:20:17 AM,10/19/2018 09:20:17 AM,,,Fire,10/19/2018 09:32:08 AM,1800 Block of JERROLD AVE,San Francisco,94124,B10,09,6545,3,3,3,true,Fire,1,ENGINE,1,10,10,Bayview Hunters Point
Outside Fire,06/18/2018,06/17/2018,06/18/2018 03:16:46 AM,06/18/2018 03:18:47 AM,06/18/2018 03:19:20 AM,06/18/2018 03:21:13 AM,06/18/2018 03:24:03 AM,,,Fire,06/18/2018 03:28:22 AM,GOUGH ST/STARR KING WY,San Francisco,94109,B04,03,3261,3,3,3,true,Fire,1,ENGINE,1,4,5,Western Addition
Outside Fire,06/18/2018,06/17/2018,06/18/2018 06:23:42 AM,06/18/2018 06:24:37 AM,06/18/2018 06:26:52 AM,06/18/2018 06:28:20 AM,06/18/2018 06:30:48 AM,,,Fire,06/18/2018 06:36:46 AM,19TH ST/LEXINGTON ST,San Francisco,94110,B06,07,5434,3,3,3,true,Fire,1,ENGINE,1,6,9,Mission
Outside Fire,06/18/2018,06/17/2018,06/18/2018 06:25:33 AM,06/18/2018 06:26:59 AM,06/18/2018 06:28:11 AM,06/18/2018 06:28:35 AM,,,,Fire,06/18/2018 06:28:59 AM,1000 Block of OFARRELL ST,San Francisco,94109,B04,03,3162,3,3,3,true,Fire,1,MEDIC,1,4,5,Western Addition
Outside Fire,06/18/2018,06/17/2018,06/18/2018 06:25:33 AM,06/18/2018 06:26:59 AM,06/18/2018 06:28:11 AM,,,,,Fire,06/18/2018 06:28:59 AM,1000 Block of OFARRELL ST,San Francisco,94109,B04,03,3162,3,3,3,false,Fire,1,CHIEF,2,4,5,Western Addition
Outside Fire,06/18/2018,06/17/2018,06/18/2018 06:25:33 AM,06/18/2018 06:26:59 AM,06/18/2018 06:28:11 AM,,,,,Fire,06/18/2018 06:28:59 AM,1000 Block of OFARRELL ST,San Francisco,94109,B04,03,3162,3,3,3,false,Fire,1,CHIEF,3,4,5,Western Addition
Outside Fire,06/18/2018,06/17/2018,06/18/2018 06:25:33 AM,06/18/2018 06:26:59 AM,06/18/2018 06:28:11 AM,,,,,Fire,06/18/2018 06:28:59 AM,1000 Block of OFARRELL ST,San Francisco,94109,B04,03,3162,3,3,3,false,Fire,1,CHIEF,4,4,5,Western Addition
Outside Fire,06/18/2018,06/17/2018,06/18/2018 06:25:33 AM,06/18/2018 06:26:59 AM,06/18/2018 06:28:11 AM,,,,,Fire,06/18/2018 06:28:59 AM,1000 Block of OFARRELL ST,San Francisco,94109,B04,03,3162,3,3,3,true,Fire,1,ENGINE,5,4,5,Western Addition
Outside Fire,06/18/2018,06/17/2018,06/18/2018 06:25:33 AM,06/18/2018 06:26:59 AM,06/18/2018 06:28:11 AM,,,,,Fire,06/18/2018 06:28:59 AM,1000 Block of OFARRELL ST,San Francisco,94109,B04,03,3162,3,3,3,true,Fire,1,ENGINE,6,4,5,Western Addition
Outside Fire,06/18/2018,06/17/2018,06/18/2018 06:25:33 AM,06/18/2018 06:26:59 AM,06/18/2018 06:28:11 AM,,,,,Fire,06/18/2018 06:28:59 AM,1000 Block of OFARRELL ST,San Francisco,94109,B04,03,3162,3,3,3,true,Fire,1,ENGINE,7,4,5,Western Addition
Outside Fire,06/18/2018,06/17/2018,06/18/2018 06:25:33 AM,06/18/2018 06:26:59 AM,06/18/2018 06:28:11 AM,,,,,Fire,06/18/2018 06:28:59 AM,1000 Block of OFARRELL ST,San Francisco,94109,B04,03,3162,3,3,3,false,Fire,1,RESCUE SQUAD,8,4,5,Western Addition
Outside Fire,06/18/2018,06/17/2018,06/18/2018 06:25:33 AM,06/18/2018 06:26:59 AM,06/18/2018 06:28:11 AM,,,,,Fire,06/18/2018 06:28:59 AM,1000 Block of OFARRELL ST,San Francisco,94109,B04,03,3162,3,3,3,false,Fire,1,TRUCK,9,4,5,Western Addition
Outside Fire,06/18/2018,06/17/2018,06/18/2018 06:25:33 AM,06/18/2018 06:26:59 AM,06/18/2018 06:28:11 AM,,,,,Fire,06/18/2018 06:28:59 AM,1000 Block of OFARRELL ST,San Francisco,94109,B04,03,3162,3,3,3,false,Fire,1,TRUCK,10,4,5,Western Addition
Outside Fire,06/18/2018,06/17/2018,06/18/2018 06:24:44 AM,06/18/2018 06:27:51 AM,06/18/2018 06:43:42 AM,06/18/2018 06:43:42 AM,06/18/2018 06:43:42 AM,,,Fire,06/18/2018 07:28:01 AM,1000 Block of OFARRELL ST,San Francisco,94109,B04,03,3162,3,3,3,false,Fire,1,INVESTIGATION,3,4,5,Western Addition
Outside Fire,06/18/2018,06/17/2018,06/18/2018 06:24:44 AM,06/18/2018 06:27:51 AM,06/18/2018 06:38:19 AM,06/18/2018 06:40:06 AM,06/18/2018 06:43:00 AM,,,Fire,06/18/2018 06:46:49 AM,1000 Block of OFARRELL ST,San Francisco,94109,B04,03,3162,3,3,3,false,Fire,1,CHIEF,2,4,5,Western Addition
Outside Fire,06/18/2018,06/17/2018,06/18/2018 06:24:44 AM,06/18/2018 06:27:51 AM,06/18/2018 06:29:14 AM,06/18/2018 06:29:25 AM,06/18/2018 06:31:19 AM,,,Fire,06/18/2018 07:20:27 AM,1000 Block of OFARRELL ST,San Francisco,94109,B04,03,3162,3,3,3,true,Fire,1,ENGINE,1,4,5,Western Addition
Structure Fire,06/18/2018,06/18/2018,06/18/2018 08:48:37 AM,06/18/2018 08:50:01 AM,06/18/2018 08:51:31 AM,06/18/2018 08:51:31 AM,06/18/2018 08:54:48 AM,,,Fire,06/18/2018 09:03:44 AM,3000 Block of 18TH ST,San Francisco,94110,B02,07,5426,3,3,3,true,Fire,1,MEDIC,6,2,9,Mission
Structure Fire,06/18/2018,06/18/2018,06/18/2018 08:48:37 AM,06/18/2018 08:50:01 AM,06/18/2018 08:50:15 AM,06/18/2018 08:51:33 AM,06/18/2018 08:54:43 AM,,,Fire,06/18/2018 09:11:40 AM,3000 Block of 18TH ST,San Francisco,94110,B02,07,5426,3,3,3,false,Fire,1,CHIEF,5,2,9,Mission
Structure Fire,06/18/2018,06/18/2018,06/18/2018 08:48:37 AM,06/18/2018 08:50:01 AM,06/18/2018 08:50:15 AM,06/18/2018 08:51:29 AM,06/18/2018 08:55:26 AM,,,Fire,06/18/2018 09:04:41 AM,3000 Block of 18TH ST,San Francisco,94110,B02,07,5426,3,3,3,false,Fire,1,CHIEF,8,2,9,Mission
Structure Fire,06/18/2018,06/18/2018,06/18/2018 08:48:37 AM,06/18/2018 08:50:01 AM,06/18/2018 08:50:15 AM,06/18/2018 08:50:47 AM,06/18/2018 08:52:42 AM,,,Fire,06/18/2018 09:00:45 AM,3000 Block of 18TH ST,San Francisco,94110,B02,07,5426,3,3,3,false,Fire,1,CHIEF,2,2,9,Mission
Structure Fire,06/18/2018,06/18/2018,06/18/2018 08:48:37 AM,06/18/2018 08:50:01 AM,06/18/2018 08:50:15 AM,06/18/2018 08:51:25 AM,06/18/2018 08:52:20 AM,,,Fire,06/18/2018 09:21:04 AM,3000 Block of 18TH ST,San Francisco,94110,B02,07,5426,3,3,3,true,Fire,1,ENGINE,1,2,9,Mission
Structure Fire,06/18/2018,06/18/2018,06/18/2018 08:48:37 AM,06/18/2018 08:50:01 AM,06/18/2018 08:50:15 AM,06/18/2018 08:50:46 AM,06/18/2018 09:01:22 AM,,,Fire,06/18/2018 09:01:24 AM,3000 Block of 18TH ST,San Francisco,94110,B02,07,5426,3,3,3,true,Fire,1,ENGINE,9,2,9,Mission
Structure Fire,06/18/2018,06/18/2018,06/18/2018 08:48:37 AM,06/18/2018 08:50:01 AM,06/18/2018 08:54:36 AM,06/18/2018 08:56:07 AM,,,,Fire,06/18/2018 08:58:55 AM,3000 Block of 18TH ST,San Francisco,94110,B02,07,5426,3,3,3,false,Fire,1,ENGINE,13,2,9,Mission
Structure Fire,06/18/2018,06/18/2018,06/18/2018 08:48:37 AM,06/18/2018 08:50:01 AM,06/18/2018 08:54:36 AM,06/18/2018 08:55:23 AM,,,,Fire,06/18/2018 09:00:59 AM,3000 Block of 18TH ST,San Francisco,94110,B02,07,5426,3,3,3,true,Fire,1,RESCUE CAPTAIN,12,2,9,Mission
Structure Fire,06/18/2018,06/18/2018,06/18/2018 08:48:37 AM,06/18/2018 08:50:01 AM,06/18/2018 08:50:15 AM,06/18/2018 08:51:45 AM,,,,Fire,06/18/2018 09:06:48 AM,3000 Block of 18TH ST,San Francisco,94110,B02,07,5426,3,3,3,false,Fire,1,RESCUE SQUAD,10,2,9,Mission
Structure Fire,06/18/2018,06/18/2018,06/18/2018 08:48:37 AM,06/18/2018 08:50:01 AM,06/18/2018 08:57:29 AM,06/18/2018 08:57:29 AM,,,,Fire,06/18/2018 09:09:22 AM,3000 Block of 18TH ST,San Francisco,94110,B02,07,5426,3,3,3,false,Fire,1,SUPPORT,14,2,9,Mission
Structure Fire,06/18/2018,06/18/2018,06/18/2018 08:48:37 AM,06/18/2018 08:50:01 AM,06/18/2018 08:50:15 AM,06/18/2018 08:52:40 AM,06/18/2018 08:54:31 AM,,,Fire,06/18/2018 09:22:25 AM,3000 Block of 18TH ST,San Francisco,94110,B02,07,5426,3,3,3,false,Fire,1,TRUCK,4,2,9,Mission
Structure Fire,06/18/2018,06/18/2018,06/18/2018 08:48:37 AM,06/18/2018 08:50:01 AM,06/18/2018 08:50:15 AM,06/18/2018 08:50:59 AM,06/18/2018 08:54:49 AM,,,Fire,06/18/2018 09:06:59 AM,3000 Block of 18TH ST,San Francisco,94110,B02,07,5426,3,3,3,false,Fire,1,TRUCK,7,2,9,Mission
Outside Fire,06/18/2018,06/18/2018,06/18/2018 12:00:40 PM,06/18/2018 12:01:37 PM,06/18/2018 12:01:49 PM,06/18/2018 12:01:57 PM,06/18/2018 12:04:24 PM,,,Fire,06/18/2018 12:06:13 PM,VAN NESS AV/GROVE ST,San Francisco,94102,B02,36,3165,3,3,3,true,Fire,1,ENGINE,1,2,5,Hayes Valley
Outside Fire,06/18/2018,06/18/2018,06/18/2018 03:42:33 PM,06/18/2018 03:43:42 PM,06/18/2018 03:45:44 PM,06/18/2018 03:46:46 PM,06/18/2018 03:49:12 PM,,,Fire,06/18/2018 03:52:41 PM,16TH ST/MISSION ST,San Francisco,94103,B02,07,5236,3,3,3,true,Fire,1,ENGINE,1,2,9,Mission
Outside Fire,06/18/2018,06/18/2018,06/18/2018 04:26:52 PM,06/18/2018 04:32:59 PM,06/18/2018 04:33:08 PM,06/18/2018 04:33:31 PM,,,,No Merit,06/18/2018 04:41:22 PM,200 Block of BRYANT ST,San Francisco,94107,B03,35,2134,3,3,3,true,Fire,1,ENGINE,1,3,6,Financial District/South Beach
Outside Fire,06/18/2018,06/18/2018,06/18/2018 05:07:34 PM,06/18/2018 05:08:54 PM,06/18/2018 05:09:06 PM,06/18/2018 05:10:18 PM,06/18/2018 05:13:39 PM,,,Fire,06/18/2018 05:18:37 PM,STOCKTON ST/SUTTER ST,San Francisco,94108,B01,13,1324,3,3,3,true,Fire,1,ENGINE,1,1,3,Financial District/South Beach
Structure Fire,06/18/2018,06/18/2018,06/18/2018 06:43:59 PM,06/18/2018 06:45:19 PM,06/18/2018 06:45:58 PM,06/18/2018 06:46:03 PM,,,,Fire,06/18/2018 06:50:59 PM,100 Block of JONES ST,San Francisco,94102,B03,03,1456,3,3,3,true,Fire,1,MEDIC,9,3,6,Tenderloin
Structure Fire,06/18/2018,06/18/2018,06/18/2018 06:43:59 PM,06/18/2018 06:45:19 PM,06/18/2018 06:45:58 PM,06/18/2018 06:46:54 PM,06/18/2018 06:49:25 PM,,,Fire,06/18/2018 06:56:49 PM,100 Block of JONES ST,San Francisco,94102,B03,03,1456,3,3,3,false,Fire,1,CHIEF,3,3,6,Tenderloin
Structure Fire,06/18/2018,06/18/2018,06/18/2018 06:43:59 PM,06/18/2018 06:45:19 PM,06/18/2018 06:45:58 PM,06/18/2018 06:46:44 PM,,,,Fire,06/18/2018 06:51:10 PM,100 Block of JONES ST,San Francisco,94102,B03,03,1456,3,3,3,false,Fire,1,CHIEF,8,3,6,Tenderloin
Structure Fire,06/18/2018,06/18/2018,06/18/2018 06:43:59 PM,06/18/2018 06:45:19 PM,06/18/2018 06:45:58 PM,06/18/2018 06:47:06 PM,06/18/2018 06:50:07 PM,,,Fire,06/18/2018 06:50:55 PM,100 Block of JONES ST,San Francisco,94102,B03,03,1456,3,3,3,false,Fire,1,CHIEF,6,3,6,Tenderloin
Structure Fire,06/18/2018,06/18/2018,06/18/2018 06:43:59 PM,06/18/2018 06:45:19 PM,06/18/2018 06:45:58 PM,06/18/2018 06:47:51 PM,06/18/2018 06:47:51 PM,,,Fire,06/18/2018 06:56:49 PM,100 Block of JONES ST,San Francisco,94102,B03,03,1456,3,3,3,true,Fire,1,ENGINE,1,3,6,Tenderloin
Structure Fire,06/18/2018,06/18/2018,06/18/2018 06:43:59 PM,06/18/2018 06:45:19 PM,06/18/2018 06:47:02 PM,06/18/2018 06:47:02 PM,,,,Fire,06/18/2018 06:51:37 PM,100 Block of JONES ST,San Francisco,94102,B03,03,1456,3,3,3,true,Fire,1,ENGINE,11,3,6,Tenderloin
Structure Fire,06/18/2018,06/18/2018,06/18/2018 06:43:59 PM,06/18/2018 06:45:19 PM,06/18/2018 06:45:58 PM,06/18/2018 06:46:38 PM,,,,Fire,06/18/2018 06:48:06 PM,100 Block of JONES ST,San Francisco,94102,B03,03,1456,3,3,3,true,Fire,1,ENGINE,10,3,6,Tenderloin
Structure Fire,06/18/2018,06/18/2018,06/18/2018 06:43:59 PM,06/18/2018 06:45:19 PM,06/18/2018 06:47:38 PM,06/18/2018 06:47:38 PM,,,,Fire,06/18/2018 06:51:37 PM,100 Block of JONES ST,San Francisco,94102,B03,03,1456,3,3,3,true,Fire,1,ENGINE,12,3,6,Tenderloin
Structure Fire,06/18/2018,06/18/2018,06/18/2018 06:43:59 PM,06/18/2018 06:45:19 PM,06/18/2018 06:45:58 PM,06/18/2018 06:46:30 PM,06/18/2018 06:49:27 PM,,,Fire,06/18/2018 06:50:56 PM,100 Block of JONES ST,San Francisco,94102,B03,03,1456,3,3,3,true,Fire,1,ENGINE,4,3,6,Tenderloin
Structure Fire,06/18/2018,06/18/2018,06/18/2018 06:43:59 PM,06/18/2018 06:45:19 PM,06/18/2018 06:45:58 PM,06/18/2018 06:46:57 PM,,,,Fire,06/18/2018 06:51:37 PM,100 Block of JONES ST,San Francisco,94102,B03,03,1456,3,3,3,false,Fire,1,RESCUE SQUAD,7,3,6,Tenderloin
Structure Fire,06/18/2018,06/18/2018,06/18/2018 06:43:59 PM,06/18/2018 06:45:19 PM,06/18/2018 06:45:58 PM,06/18/2018 06:46:23 PM,06/18/2018 06:47:52 PM,,,Fire,06/18/2018 06:56:49 PM,100 Block of JONES ST,San Francisco,94102,B03,03,1456,3,3,3,false,Fire,1,TRUCK,2,3,6,Tenderloin
Structure Fire,06/18/2018,06/18/2018,06/18/2018 06:43:59 PM,06/18/2018 06:45:19 PM,06/18/2018 06:45:58 PM,06/18/2018 06:47:01 PM,06/18/2018 06:49:37 PM,,,Fire,06/18/2018 06:51:37 PM,100 Block of JONES ST,San Francisco,94102,B03,03,1456,3,3,3,false,Fire,1,TRUCK,5,3,6,Tenderloin
